Designator,Mid X,Mid Y,Rotation,Layer
D1,131.261349,-45.139474,315.0,top
D2,141.559871,-45.119246,315.0,top
D3,151.501974,-45.139474,315.0,top
D4,161.026974,-45.139474,315.0,top
D5,170.531746,-45.119246,315.0,top
D6,136.420724,-45.139474,315.0,top
D7,146.322371,-45.119246,315.0,top
D8,156.264474,-45.139474,315.0,top
D9,165.769246,-45.119246,315.0,top
